model,task,value
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.2
gemma3:12b,revision,0.22
gemma3:12b,revision,0.27
gemma3:12b,revision,0.28
gemma3:12b,revision,0.27
gemma3:12b,revision,0.27
gemma3:12b,revision,0.28
gemma3:12b,revision,0.35
gemma3:12b,revision,0.26
gemma3:12b,revision,0.2857
gemma3:12b,revision,0.35
gemma3:12b,revision,0.28
gemma3:12b,revision,0.28
gemma3:12b,revision,0.2857
gemma3:12b,revision,0.27
gemma3:12b,revision,0.2857
gemma3:12b,revision,0.125
gemma3:12b,revision,0.2857
gemma3:12b,revision,0.27
gemma3:12b,revision,0.22
gemma3:12b,revision,0.36
gemma3:12b,revision,0.22
gemma3:12b,revision,0.22
gemma3:12b,revision,0.27
gemma3:12b,revision,0.27
gemma3:12b,revision,0.37
gemma3:12b,revision,0.22
gemma3:12b,revision,0.2857
gemma3:12b,revision,0.2857
gemma3:12b,revision,0.22
gemma3:12b,revision,0.22
gemma3:12b,revision,0.15
gemma3:12b,revision,0.36
gemma3:12b,revision,0.37
gemma3:12b,revision,0.28
gemma3:12b,revision,0.21
gemma3:12b,revision,0.15
gemma3:12b,revision,0.21
gemma3:12b,revision,0.27
gemma3:12b,revision,0.22
gemma3:12b,revision,0.28
gemma3:12b,revision,0.28
gemma3:12b,revision,0.28
gemma3:12b,revision,0.27
gemma3:12b,revision,0.22
gemma3:12b,revision,0.27
gemma3:12b,revision,0.28
gemma3:12b,revision,0.2857
gemma3:12b,revision,0.21
gemma3:12b,revision,0.22
gemma3:12b,revision,0.22
gemma3:12b,revision,0.125
gemma3:12b,revision,0.27
gemma3:12b,revision,0.36
gemma3:12b,revision,0.37
gemma3:12b,revision,0.2857
gemma3:12b,revision,0.22
gemma3:12b,revision,0.22
gemma3:12b,revision,0.22
gemma3:12b,revision,0.22
gemma3:12b,revision,0.37
gemma3:12b,revision,0.27
gemma3:12b,revision,0.21
gemma3:12b,revision,0.35
gemma3:12b,revision,0.37
gemma3:12b,revision,0.28
gemma3:12b,revision,0.28
gemma3:12b,revision,0.21
gemma3:12b,revision,0.1
gemma3:12b,revision,0.21
gemma3:12b,revision,0.36
gemma3:12b,revision,0.22
gemma3:12b,revision,0.22
gemma3:12b,revision,0.22
gemma3:12b,revision,0.21
gemma3:12b,revision,0.37
gemma3:12b,revision,0.2857
gemma3:12b,revision,0.27
gemma3:12b,revision,0.27
gemma3:12b,revision,0.22
gemma3:12b,revision,0.27
gemma3:12b,revision,0.2857
gemma3:12b,revision,0.22
gemma3:12b,revision,0.125
gemma3:12b,revision,0.2857
gemma3:12b,revision,0.2857
gemma3:12b,revision,0.2857
gemma3:12b,revision,0.125
gemma3:12b,revision,0.22
gemma3:12b,revision,0.22
gemma3:12b,revision,0.27
gemma3:12b,revision,0.26
gemma3:12b,revision,0.28
gemma3:12b,revision,0.2857
gemma3:12b,revision,0.27
gemma3:12b,revision,0.27
gemma3:12b,revision,0.27
gemma3:12b,revision,0.2857
gemma3:12b,revision,0.28
gemma3:12b,revision,0.22
gemma3:12b,revision,0.27
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_A_then_B,0.6
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.8
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.8
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.8
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.8
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.8
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.8
gemma3:12b,context_B_then_A,0.8
gemma3:12b,context_B_then_A,0.8
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.8
gemma3:12b,context_B_then_A,0.8
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.8
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.8
gemma3:12b,context_B_then_A,0.8
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.8
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.8
gemma3:12b,context_B_then_A,0.8
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.8
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.8
gemma3:12b,context_B_then_A,0.8
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.8
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.8
gemma3:12b,context_B_then_A,0.75
gemma3:12b,context_B_then_A,0.75
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.75
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.7
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.7
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.7
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.7
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.75
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.7
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.7
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.75
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.7
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.75
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.7
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.7
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.7
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.7
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.75
gemma3:12b,prob_A,0.75
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.75
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.7
gemma3:12b,prob_A,0.6
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A,0.65
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,prob_A_given_not_B,0.3
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,social,1.0
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.54
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.54
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.54
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.54
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.56
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.54
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.54
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.54
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.56
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.56
gemma3:12b,dynamics,0.54
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.56
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.56
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
